Localidades;Periodos;Empregos Formais ;Empregos Formais das Pessoas com Ensino Fundamental Incompleto ;Empregos Formais das Pessoas com Ensino Fundamental Completo ;Empregos Formais das Pessoas com Ensino M‚dio Completo ;Empregos Formais das Pessoas com Ensino Superior Completo ;C¢d. IBGE
Pedro de Toledo;2015;1036;177;241;471;147;3537206
Pedro de Toledo;2016;1021;169;242;480;130;3537206
Pedro de Toledo;2017;968;146;209;464;149;3537206
Penápolis;2013;13780;1816;4478;5597;1889;3537305
Penápolis;2014;14777;1808;4543;6447;1979;3537305
Penápolis;2015;14790;1798;4170;6818;2004;3537305
Penápolis;2016;14850;1610;3384;7734;2122;3537305
Penápolis;2017;15077;1445;3217;8198;2217;3537305
Pereira Barreto;2013;6230;1238;1265;2859;868;3537404
Pereira Barreto;2014;6048;1221;1132;2732;963;3537404
Pereira Barreto;2015;5929;1038;1042;2877;972;3537404
Pereira Barreto;2016;6049;976;992;3183;898;3537404
Pereira Barreto;2017;5518;773;901;2938;906;3537404
Pereiras;2013;2034;644;507;757;126;3537503
Pereiras;2014;2049;588;544;754;163;3537503
Pereiras;2015;1958;537;478;790;153;3537503
Pereiras;2016;1982;457;438;850;237;3537503
Pereiras;2017;2364;502;544;1107;211;3537503
Peruíbe;2013;8797;488;2529;4563;1217;3537602
Peruíbe;2014;9077;464;2512;4861;1240;3537602
Peruíbe;2015;9217;510;2206;4931;1570;3537602
Peruíbe;2016;8938;499;2013;4923;1503;3537602
Peruíbe;2017;9180;452;1883;5192;1653;3537602
Piacatu;2013;968;128;245;440;155;3537701
Piacatu;2014;919;116;210;432;161;3537701
Piacatu;2015;994;127;206;490;171;3537701
Piacatu;2016;934;64;212;466;192;3537701
Piacatu;2017;916;54;190;440;232;3537701
Piedade;2013;8096;1102;1897;4343;754;3537800
Piedade;2014;8401;1053;1855;4717;776;3537800
Piedade;2015;8219;998;1754;4581;886;3537800
Piedade;2016;8203;878;1581;4827;917;3537800
Piedade;2017;8395;795;1453;5198;949;3537800
Pilar do Sul;2013;6886;1123;1807;3275;681;3537909
Pilar do Sul;2014;6840;1063;1661;3445;671;3537909
Pilar do Sul;2015;6870;959;1656;3551;704;3537909
Pilar do Sul;2016;6860;863;1574;3700;723;3537909
Pilar do Sul;2017;6849;859;1453;3788;749;3537909
Pindamonhangaba;2013;34051;2786;4510;21940;4815;3538006
Pindamonhangaba;2014;34048;2681;4449;21758;5160;3538006
Pindamonhangaba;2015;32564;2381;4074;20840;5269;3538006
Pindamonhangaba;2016;30148;2071;3674;19531;4872;3538006
Pindamonhangaba;2017;30020;1711;3213;19528;5568;3538006
Pindorama;2013;2577;392;605;1194;386;3538105
Pindorama;2014;2435;381;533;1092;429;3538105
Pindorama;2015;2387;319;532;1104;432;3538105
Pindorama;2016;2365;260;560;1082;463;3538105
Pindorama;2017;2451;234;551;1181;485;3538105
Pinhalzinho;2013;1951;303;522;939;187;3538204
Pinhalzinho;2014;2008;256;481;1042;229;3538204
Pinhalzinho;2015;2091;243;496;1118;234;3538204
Pinhalzinho;2016;2067;234;443;1122;268;3538204
Pinhalzinho;2017;2093;301;395;1115;282;3538204
Piquerobi;2013;602;184;128;226;64;3538303
Piquerobi;2014;621;173;148;232;68;3538303
Piquerobi;2015;596;164;142;221;69;3538303
Piquerobi;2016;548;152;104;223;69;3538303
Piquerobi;2017;563;151;118;223;71;3538303
Piquete;2013;1513;251;192;767;303;3538501
Piquete;2014;1338;234;158;727;219;3538501
Piquete;2015;1338;220;164;726;228;3538501
Piquete;2016;1371;204;163;765;239;3538501
Piquete;2017;1336;177;136;779;244;3538501
Piracaia;2013;4389;675;853;2218;643;3538600
Piracaia;2014;4251;602;853;2212;584;3538600
Piracaia;2015;4308;639;796;2256;617;3538600
Piracaia;2016;4185;533;751;2249;652;3538600
Piracaia;2017;4043;470;643;2307;623;3538600
Piracicaba;2013;134033;15038;27157;70520;21318;3538709
Piracicaba;2014;132407;13868;26003;69136;23400;3538709
Piracicaba;2015;125920;12367;23810;66867;22876;3538709
Piracicaba;2016;124650;11651;21818;67294;23887;3538709
Piracicaba;2017;122896;10267;19710;68344;24575;3538709
Piraju;2013;6318;909;1603;2964;842;3538808
Piraju;2014;6224;862;1500;3000;862;3538808
Piraju;2015;5962;763;1246;3082;871;3538808
Piraju;2016;6109;716;1116;3411;866;3538808
Piraju;2017;6021;691;1046;3393;891;3538808
Pirajuí;2013;3181;633;575;1629;344;3538907
Pirajuí;2014;3301;613;603;1718;367;3538907
Pirajuí;2015;3594;556;664;1928;446;3538907
Pirajuí;2016;3257;512;547;1770;428;3538907
Pirajuí;2017;3468;526;629;1863;450;3538907
Pirangi;2013;2050;400;416;1021;213;3539004
Pirangi;2014;2148;404;430;1074;240;3539004
Pirangi;2015;2052;346;382;1073;251;3539004
Pirangi;2016;2153;361;400;1133;259;3539004
Pirangi;2017;2150;343;368;1169;270;3539004
Pirapora do Bom Jesus;2013;3134;371;979;1193;591;3539103
Pirapora do Bom Jesus;2014;2686;317;988;976;405;3539103
Pirapora do Bom Jesus;2015;2397;309;647;991;450;3539103
Pirapora do Bom Jesus;2016;2020;319;392;927;382;3539103
Pirapora do Bom Jesus;2017;2175;284;390;1056;445;3539103
Pirapozinho;2013;4931;567;1118;2524;722;3539202
Pirapozinho;2014;5051;532;1240;2634;645;3539202
Pirapozinho;2015;4885;481;1119;2648;637;3539202
Pirapozinho;2016;4714;447;1077;2558;632;3539202
Pirapozinho;2017;4794;454;1072;2591;677;3539202
Pirassununga;2013;21402;3058;4561;10387;3396;3539301
Pirassununga;2014;20879;2856;4374;9995;3654;3539301
Pirassununga;2015;20861;2545;4216;10553;3547;3539301
Pirassununga;2016;20603;2687;3916;10164;3836;3539301
Pirassununga;2017;23046;4233;4086;10646;4081;3539301
Piratininga;2013;1785;210;224;1048;303;3539400
Piratininga;2014;1827;198;230;1119;280;3539400
Piratininga;2015;1977;222;235;1210;310;3539400
Piratininga;2016;1940;232;247;1182;279;3539400
Piratininga;2017;1962;219;242;1245;256;3539400
Pitangueiras;2013;7497;2173;1406;3063;855;3539509
Pitangueiras;2014;8039;2094;1514;3522;909;3539509
Pitangueiras;2015;7802;1948;1462;3456;936;3539509
Pitangueiras;2016;7958;1861;1397;3733;967;3539509
Pitangueiras;2017;7756;1569;1298;3888;1001;3539509
Planalto;2013;2857;725;1685;338;109;3539608
Planalto;2014;914;215;299;295;105;3539608
Planalto;2015;1051;216;370;352;113;3539608
Planalto;2016;1110;214;408;365;123;3539608
Planalto;2017;3063;826;1439;611;187;3539608
Platina;2013;595;131;150;201;113;3539707
Platina;2014;469;109;98;149;113;3539707
Platina;2015;516;112;98;197;109;3539707
Platina;2016;460;112;76;165;107;3539707
Platina;2017;473;109;82;178;104;3539707
Poá;2013;33916;3177;6417;21380;2942;3539806
Poá;2014;31692;2846;5945;19422;3479;3539806
Poá;2015;29940;2626;5335;18537;3442;3539806
Poá;2016;27571;2267;4385;17834;3085;3539806
Poá;2017;26701;2181;3788;17498;3234;3539806
Poloni;2013;936;312;201;324;99;3539905
Poloni;2014;973;333;204;338;98;3539905
Poloni;2015;985;326;207;342;110;3539905
Poloni;2016;946;291;180;366;109;3539905
Poloni;2017;1002;293;194;400;115;3539905
Pompéia;2013;7984;735;1521;4322;1406;3540002
Pompéia;2014;7704;665;1220;4240;1579;3540002
Pompéia;2015;7236;587;1004;4067;1578;3540002
Pompéia;2016;7383;563;1046;4099;1675;3540002
Pompéia;2017;7482;526;979;4199;1778;3540002
Pongaí;2013;494;114;88;208;84;3540101
Pongaí;2014;524;121;94;219;90;3540101
Pongaí;2015;499;88;83;233;95;3540101
Pongaí;2016;490;87;93;233;77;3540101
Pongaí;2017;561;150;87;241;83;3540101
Pontal;2013;10195;5176;2097;2232;690;3540200
Pontal;2014;8494;3946;1807;2080;661;3540200
Pontal;2015;9004;4644;1653;1988;719;3540200
Pontal;2016;9103;4656;1629;2136;682;3540200
Pontal;2017;9211;4829;1580;2110;692;3540200
Pontalinda;2013;422;86;77;161;98;3540259
Pontalinda;2014;436;79;76;181;100;3540259
Pontalinda;2015;430;71;76;182;101;3540259
Pontalinda;2016;369;56;59;148;106;3540259
Pontalinda;2017;429;63;63;162;141;3540259
Pontes Gestal;2013;1846;623;415;666;142;3540309
Pontes Gestal;2014;1562;533;327;577;125;3540309
Pontes Gestal;2015;1479;473;297;551;158;3540309
Pontes Gestal;2016;1441;442;271;565;163;3540309
Pontes Gestal;2017;1375;423;251;547;154;3540309
Populina;2013;388;107;49;122;110;3540408
Populina;2014;487;115;70;168;134;3540408
Populina;2015;479;113;73;167;126;3540408
Populina;2016;490;109;77;165;139;3540408
Populina;2017;527;100;94;206;127;3540408
Porangaba;2013;1249;324;303;505;117;3540507
Porangaba;2014;1430;339;362;592;137;3540507
Porangaba;2015;1302;143;376;647;136;3540507
Porangaba;2016;1381;151;394;709;127;3540507
Porangaba;2017;1402;169;398;690;145;3540507
Porto Feliz;2013;13641;1751;2514;7761;1615;3540606
Porto Feliz;2014;13610;1661;2475;7804;1670;3540606
Porto Feliz;2015;13729;1527;2380;7967;1855;3540606
Porto Feliz;2016;13892;1241;2523;8136;1992;3540606
Porto Feliz;2017;14350;1101;2465;8589;2195;3540606
Porto Ferreira;2013;15840;2141;4356;7725;1618;3540705
Porto Ferreira;2014;16298;2273;4134;8147;1744;3540705
Porto Ferreira;2015;15531;2050;3708;7959;1814;3540705
Porto Ferreira;2016;15036;1814;3474;7921;1827;3540705
Porto Ferreira;2017;15197;1597;3431;8221;1948;3540705
Potim;2013;1408;143;295;687;283;3540754
Potim;2014;1402;125;253;722;302;3540754
Potim;2015;1389;121;277;722;269;3540754
Potim;2016;1236;109;209;656;262;3540754
Potim;2017;1315;81;178;735;321;3540754
Potirendaba;2013;4887;1081;1405;2006;395;3540804
Potirendaba;2014;5348;986;1458;2324;580;3540804
Potirendaba;2015;4579;775;1258;2138;408;3540804
